-0.122335 0.970269 0.208836 128000 -1.02922 -0.000106659 0.000125809 -2.62714e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.95851 -6.6214e-08 2.99898e-12 2.11159e-16 2.99895e-12 1.54401e-16 1.62883e-09 2.36088e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.122442 0.970216 0.209019 128000 -1.0292 -0.000106659 0.000125809 -2.62723e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.95873 -6.6214e-08 3.15782e-12 3.60917e-16 3.1578e-12 3.60924e-16 1.62703e-09 2.35885e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.128669 0.967056 0.219652 128000 -1.02758 -0.000106659 0.000125809 -2.63286e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97149 -6.6214e-08 2.87867e-12 -2.53879e-16 2.87867e-12 -2.53879e-16 1.50552e-09 2.24538e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.12874 0.967019 0.219773 128000 -1.02756 -0.000106659 0.000125809 -2.63293e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97163 -6.6214e-08 2.72786e-12 2.70464e-16 2.72786e-12 2.13574e-16 1.50386e-09 2.24413e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.128776 0.967001 0.219834 128000 -1.02755 -0.000106659 0.000125809 -2.63296e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97171 -6.6214e-08 2.7823e-12 -1.03673e-16 2.78224e-12 -2.45924e-16 1.50331e-09 2.24352e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.129592 0.966573 0.221229 128000 -1.02734 -0.000106659 0.000125809 -2.63371e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97338 -6.6214e-08 2.87599e-12 9.32753e-18 2.87605e-12 2.08421e-16 1.48852e-09 2.22938e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.129699 0.966517 0.221411 128000 -1.02731 -0.000106659 0.000125809 -2.63381e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.9736 -6.6214e-08 2.79409e-12 1.16603e-16 2.79417e-12 1.44938e-16 1.48634e-09 2.22754e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.12977 0.96648 0.221532 128000 -1.02729 -0.000106659 0.000125809 -2.63387e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97375 -6.6214e-08 2.86836e-12 -4.37628e-16 2.86838e-12 -4.0929e-16 1.48526e-09 2.22633e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.129841 0.966443 0.221653 128000 -1.02727 -0.000106659 0.000125809 -2.63394e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97389 -6.6214e-08 2.73999e-12 3.27097e-16 2.73999e-12 3.27222e-16 1.48363e-09 2.2251e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
-0.129912 0.966405 0.221775 128000 -1.02725 -0.000106659 0.000125809 -2.634e-05 0.000144038 0 -0.527798 -0.503632 0.863918 1.342e-06 2722 283.16 730 0.4 0.5 0.0065 0.000204089 -2.32164e-07 4.97404 -6.6214e-08 2.82725e-12 -3.43462e-16 2.82731e-12 -3.43333e-16 1.48254e-09 2.22389e-05 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 -0.0771683 -4.48684 0 1 0 0 0 1 
